Punjab Assembly ,Name of Candidate,"Number of Votes Polled
","Party Affiliation
","Symbol Allocated
",Total Constituency Voters,Total Male,Total Female,Casted Votes,Casted Male,Female Vote Polled,Rejected Votes,Turnout %
PP-232,Muhammad Haider Abbas,6680,TLP,Crane(71),,,,,,,,
PP-232,Amjad Hameed Chohan,3814,IND,,,,,,,,,
PP-232,Malik Taimoor Khalid,3603,IND,,,,,,,,,
PP-232,Malik Khalid Mehmood,1527,IND,,,,,,,,,
PP-232,Abid Hussain,1041,MML,,,,,,,,,
PP-232,Raheela Kousar,241,IND,,,,,,,,,
PP-232,Babar Manzoor Duggal,134,IND,,,,,,,,,
PP-232,Abdul Moeed,133,IND,,,,,,,,,
PP-232,Tahir Anwar Wahla,118,IND,,,,,,,,,
PP-232,Shoukat Ali,107,IND,,,,,,,,,
PP-232,Rabia Khan,96,IND,,,,,,,,,
PP-232,Saima Noreen,56,IND,,,,,,,,,
PP-232,Sheharyar Ali Khan,-,PPP-SB,,,,,,,,,
PP-233,Muhammad Saqib Khurshid,54816,PML-N,Tiger(284),,,,,,,,
PP-233,Rai Zahoor Ahmed,48491,IND-PTI,Kettle,,,,,,,,
PP-233,Rao Mehboob Ali,19879,TLP,Crane(71),,,,,,,,
PP-233,Rabia Ijaz Hussain,2461,PPP,Arrow(12),,,,,,,,
PP-233,Muhammad Sadiq,1717,MML,,,,,,,,,
PP-233,Rana Fakhar Islam,878,IND,,,,,,,,,
PP-233,Rana Farman Kousar,822,JIP,,,,,,,,,
PP-233,Muhammad Iqbal,568,PAT,,,,,,,,,
PP-233,Abdul Waheed,355,IND,,,,,,,,,
PP-233,Saima Noreen,276,IND,,,,,,,,,
PP-233,Muhammad Sajid,202,IND,,,,,,,,,
PP-233,Liaqat Sikandar,89,IND,,,,,,,,,
PP-233,Nairab Khursheed,77,IND,,,,,,,,,
PP-233,Mudassar Zahoor,53,IND,,,,,,,,,
PP-233,Jawad Masood Ghumman,52,IND,,,,,,,,,
PP-233,Sagheer Ahmed,44,IND,,,,,,,,,
PP-233,Muhammad Hussain,-,IND,,,,,,,,,
PP-233,Sheraz Raza,-,IND,,,,,,,,,
PP-233,Muhammad Shabbir Rao Billu Khan,-,IND,,,,,,,,,
PP-233,Iftikhar Ali Chaudhry,-,IND,,,,,,,,,
PP-233,Babar Manzoor Duggal,-,IND,,,,,,,,,
PP-233,Khurram Waheed,-,IND,,,,,,,,,
PP-234,Muhammad Naeem Akhtar Khan,43908,PML-N,Tiger(284),,,,,,,,
PP-234,Salman Ali Bhaba,24484,IND-PTI,Tandoor,,,,,,,,
PP-234,Khan Muhammad Khan Khichi,24147,IND,,,,,,,,,
PP-234,Muhammad Nadeem Akhtar,8963,IND,,,,,,,,,
PP-234,Shahid Mehmood,8320,TLP,Crane(71),,,,,,,,
PP-234,Khizzar hayat,8307,IND,,,,,,,,,
PP-234,Faisal nawaz khan,1671,IND,,,,,,,,,
PP-234,Mian Zeeshan Nawaz,1169,IND,,,,,,,,,
PP-234,Irfan ahmad khan,572,PMP,,,,,,,,,
PP-234,Muhammad Saleem Nawaz,488,MML,,,,,,,,,
PP-234,Tahir Haider Khan Khichi,229,IND,,,,,,,,,
PP-234,Waris Ali Yasir,159,IND,,,,,,,,,
PP-234,Muhammad Irfan Iqbal,108,IND,,,,,,,,,
PP-234,Muhammad Sajid,108,IND,,,,,,,,,
PP-234,Muhammad ashfaq,105,BPP,,,,,,,,,
PP-234,Muhammad Arif,72,IND,,,,,,,,,
PP-234,Syed Aghaz Hussain Shah,-,IND,,,,,,,,,
PP-235,Jahanzeb Khan Khichi,50250,IND-PTI,Hukkah,,,,,,,,
PP-235,Mian Khaliq Nawaz,39525,PML-N,Tiger(284),,,,,,,,
PP-235,Naeem Ahmed Khan,17498,PPP-SB,,,,,,,,,
PP-235,Mumtaz Ahmad,6348,TLP,Crane(71),,,,,,,,
PP-235,Muhammad Shafique,5389,JUIF,,,,,,,,,
PP-235,Zahid Ali,1379,MML,,,,,,,,,
PP-235,Sohaib Ahmad,447,JIP,,,,,,,,,
PP-235,Zeeshan Ahmad,317,IND,,,,,,,,,
PP-235,Muhammad Kashif,163,IND,,,,,,,,,
PP-235,Azhar Ahmad Khan Yousafzai,149,IND,,,,,,,,,
PP-235,Alamgir khan khichi,115,IND,,,,,,,,,
PP-235,Daud Ahmad Khan,114,IND,,,,,,,,,
PP-235,Muhammad Imran Wahid,91,IND,,,,,,,,,
PP-235,Zafar Iqbal Ahmad,88,IND,,,,,,,,,
PP-235,Anwar Ahmad khan,76,IND,,,,,,,,,
PP-236,Ali Raza Khan Khakwani,61415,IND-PTI,Hukkah,,,,,,,,
PP-236,Asif Saeed Manais,54211,PML-N,Tiger(284),,,,,,,,
PP-236,Ali Raza Khan,8462,PPP,Arrow(12),,,,,,,,
PP-236,Asif Ali,3326,IND,,,,,,,,,
PP-236,Muhammad Nadeem Sarwar,1995,IND,,,,,,,,,
PP-236,Hassan Raza Khakwani,1754,IND,,,,,,,,,
PP-236,Safdar Abbas Khan,1189,TLP,Crane(71),,,,,,,,
PP-236,Awais Khan Khakwani,673,IPP,,,,,,,,,
PP-236,Muhammad Yousaf,618,MML,,,,,,,,,
PP-236,Mian Azmat Ullah Khan,614,JIP,,,,,,,,,
PP-236,Muhammad Ilyas,468,IND,,,,,,,,,
PP-236,Asim Saeed Khan,200,IND,,,,,,,,,
PP-236,Yasir Ali,130,IND,,,,,,,,,
PP-236,Muhammad Tariq,122,IND,,,,,,,,,
PP-236,Akhtar Hussain,100,IND,,,,,,,,,
PP-236,Haider Ali Khan Khakwani,95,IND,,,,,,,,,
PP-236,Ghazanfar Abbas,38,IND,,,,,,,,,
PP-236,Muhammad Amin Khan,31,IND,,,,,,,,,
PP-236,Qaiser Abbas,17,IND,,,,,,,,,
PP-236,Nizam Ul Din,-,IND,,,,,,,,,
PP-237,Mian Fida Hussain,68681,PML-N,Tiger(284),,,,,,,,
PP-237,Mian Rashid Mehmood Watto,52032,IND,,,,,,,,,
PP-237,Abdul Raziq Shah,8792,TLP,Crane(71),,,,,,,,
PP-237,Fakhar Ul Din,2426,IND,,,,,,,,,
PP-237,Mazoor Ahmed,887,IND,,,,,,,,,
PP-237,Muhammad Aswad Riaz,781,IND,,,,,,,,,
PP-237,Syed Asif Iqbal Bukhari,718,IND-PTI,Racket,,,,,,,,
PP-237,Aftab Mehmood,143,IND,,,,,,,,,
PP-237,Khadija Iqbal,114,MML,,,,,,,,,
PP-238,Inam Bari,54500,IND,,,,,,,,,
PP-238,Syed Nazar Mahmood Shah,49401,PML-N,Tiger(284),,,,,,,,
PP-238,Muhammad Irfan,10604,TLP,Crane(71),,,,,,,,
PP-238,Shehzad Rasheed Jutt,5812,IND-PTI,Bottle,,,,,,,,
PP-238,Shahzad Rashid,5812,IND,,,,,,,,,
PP-238,Uzair Shabbir,1417,IND,,,,,,,,,
PP-238,Sadaf Safdar,556,IND,,,,,,,,,
PP-238,Sadaf Sardar,556,IND,,,,,,,,,
PP-238,Syed Qalandar Hasnain Shah,328,IND,,,,,,,,,
PP-238,Muhammad Akhtar,273,IND,,,,,,,,,
PP-238,Muhammad Bashir,273,JIP,,,,,,,,,
PP-238,Ali Abid,202,IND,,,,,,,,,
PP-238,Muhammad Bakhsh,87,IND,,,,,,,,,
PP-238,Rabia Bibi,86,MML,,,,,,,,,
PP-238,Ahmed Farid,53,IND,,,,,,,,,
PP-238,Khizar Hayat,-,IND,,,,,,,,,
PP-239,Muhammad Atif Aurangzeb,40333,IND-PTI,Drum,,,,,,,,
PP-239,Mian Mumtaz Ahmed,32377,PML-N,Tiger(284),,,,,,,,
PP-239,Muhammad Mazhar Watto,15998,TLP,Crane(71),,,,,,,,
PP-239,Asif Manzoor Mohl,14619,IND,,,,,,,,,
PP-239,Iftikhar Ali,3347,PPP,Arrow(12),,,,,,,,
PP-239,Muhammad Riaz,2341,JIP,,,,,,,,,
PP-239,Muhammad Jamil,2308,IND,,,,,,,,,
PP-239,Aman Ullah Bajwa,1852,IND,,,,,,,,,
PP-239,Sadaf Safdar,1275,IND,,,,,,,,,
PP-239,Ahmed Hassan Lakhwera,1273,IND,,,,,,,,,
PP-239,Muhammad Sajjad Farooq,536,MML,,,,,,,,,
PP-239,Muhammad Saeed,447,JUIF,,,,,,,,,
PP-239,Shahzad Rashid,324,IND,,,,,,,,,
PP-239,Muhammad Shehzad,324,IND,,,,,,,,,
PP-239,Muhammad Usama Khalid,224,IND,,,,,,,,,
PP-239,Muhammad Akram Matyana,190,IND,,,,,,,,,
PP-239,Syed Fazal Mehmood Shah,188,IND,,,,,,,,,
PP-239,Ahmed Riaz,154,IND,,,,,,,,,
PP-239,Muhammad Abbas,153,IND,,,,,,,,,
PP-239,Ehtsham Ul Haq Laleka,147,IND,,,,,,,,,
PP-239,Ahmed Rashid,59,IND,,,,,,,,,
PP-239,Muhammad Saeed Khan,20,IND,,,,,,,,,
PP-239,Muhammad Junaid Khan Khakwani,-,IND,,,,,,,,,
PP-240,Muhamad Sohail Khan Zahid,42094,IND,,,,,,,,,
PP-240,Rana Abdul Rauf,32516,PML-N,Tiger(284),,,,,,,,
PP-240,Muhammad Awais Asghar,29130,IND-PTI,Gas Cylinder,,,,,,,,
PP-240,Muhammad Akhtar,8465,TLP,Crane(71),,,,,,,,
PP-240,Hafiz Abrar Ur Rehman,2331,PPP,Arrow(12),,,,,,,,
PP-240,Talha Manzoor,1352,IND,,,,,,,,,
PP-240,Riaz Ahmad,901,IND,,,,,,,,,
PP-240,Ehtsham Ul Haq Laleka,522,IND,,,,,,,,,
PP-240,Muhammad Irfan,153,IND,,,,,,,,,
PP-240,Abdul Rahim,146,IND,,,,,,,,,
PP-240,Nazar Muhammad alias Ahmad Nadeem,142,IND,,,,,,,,,
PP-240,Syed Rehan Ahmed Zaidi,92,IND,,,,,,,,,
PP-240,Sarfaraz Ahmed,72,IND,,,,,,,,,
PP-240,Mudassir Nazar,56,IND,,,,,,,,,
PP-240,Muhammad Umar,53,IND,,,,,,,,,
PP-240,Safoora Naqeeb,41,IND,,,,,,,,,
PP-240,Rao Sami Ullah,-,IND,,,,,,,,,
PP-240,Muhammad Farooq,-,IND,,,,,,,,,
PP-240,Ghulam Rabani Chaudhary,-,IND,,,,,,,,,
PP-240,Syed Muhammad Masud Iqbal,-,JIP,,,,,,,,,
PP-240,Syed Ali Hussain Shah,-,IND,,,,,,,,,
PP-240,Qamar Munir,-,IND,,,,,,,,,
PP-240,Muhammad Mazhar Watto,-,IND,,,,,,,,,
PP-240,Muhammad Asim Khan Zahid,-,IND,,,,,,,,,
PP-240,Kashif Javed,-,MML,,,,,,,,,
PP-240,Syed Fazal Mehmood Shah,-,IND,,,,,,,,,
PP-240,Sheikh Fazal Elahi,-,HKP,,,,,,,,,
PP-240,Syed Muhammad Ahmed,-,IND,,,,,,,,,
PP-241,Ghulam Murtaza,58399,PML-Z,,,,,,,,,
PP-241,Chaudhry Mazhar Iqbal,35130,PML-N,Tiger(284),,,,,,,,
PP-241,Chaudhary Azam Ali Athar,28500,IND-PTI,Gas Cylinder,,,,,,,,
PP-241,Muhammad Rehan Rasheed,6122,TLP,Crane(71),,,,,,,,
PP-241,Mushtaq Ahmed Shehzad,2203,IND,,,,,,,,,
PP-241,Rai Sanaullah Khan,1842,PPP,Arrow(12),,,,,,,,
PP-241,Mazhar Iqbal,1343,IND,,,,,,,,,
PP-241,Waheed Ahmed,1099,JUIF,,,,,,,,,
PP-241,Muhammad Maroof Azam,648,JIP,,,,,,,,,
PP-241,Abdul Khaliq,508,IND,,,,,,,,,
PP-241,Hamayun Islam,150,KI,,,,,,,,,
PP-241,Muhammad Usman Ghani,133,IND,,,,,,,,,
PP-241,Muhammad Latif,77,MML,,,,,,,,,
PP-241,Abdul Mannan,63,IND,,,,,,,,,
PP-241,Shoaib Ahmed,54,IND,,,,,,,,,
PP-241,Shahid Imran,48,IND,,,,,,,,,
PP-241,Muhammad Farooq Ali Akbar,26,IND,,,,,,,,,
PP-241,Abdul Hannan Wahid,22,IND,,,,,,,,,
PP-241,Ghulam Mujtaba,-,IND,,,,,,,,,
PP-241,Abdullah Ali Khan,-,IND,,,,,,,,,
PP-242,Kashif Naveed Pansota,52557,IND-PTI,Bottle,,,,,,,,
PP-242,Muzaffar Iqbal,39421,PML-N,Tiger(284),,,,,,,,
PP-242,Muhammad Noman Javed,11956,PML-Z,,,,,,,,,
PP-242,Majid Hussain,10437,TLP,Crane(71),,,,,,,,
PP-242,Muhammad Arshad,6203,KI,,,,,,,,,
PP-242,Muhammad Amir Watto,4388,PPP,Arrow(12),,,,,,,,
PP-242,Shahid Anjum,1764,IND,,,,,,,,,
PP-242,Hafiz Ameer Hamza,959,MML,,,,,,,,,
PP-242,Naveed Anwar,949,JIP,,,,,,,,,
PP-242,Saqib Sattar,756,JUIF,,,,,,,,,
PP-242,Zulfiqar Ali,142,IND,,,,,,,,,
PP-242,Muhammad Hamza Rauf,141,IND,,,,,,,,,
PP-242,Muhammad Shafiq Watto,121,IND,,,,,,,,,
PP-242,Khaliq Hussain,91,IND,,,,,,,,,
PP-242,Muhammad Naeem,77,IND,,,,,,,,,
PP-242,Muhammad Irfan,68,IND,,,,,,,,,
PP-242,Ijaz Ahmed,63,IND,,,,,,,,,
PP-242,Muhammad Masood Tahir,61,IND,,,,,,,,,
PP-242,Ijlal Haider,56,IND,,,,,,,,,
PP-242,Muhammad Naeem Anwer,50,IND,,,,,,,,,
PP-242,Muhammad Ghazi,35,IND,,,,,,,,,
PP-243,Zahid Akram,48555,PML-N,Tiger(284),,,,,,,,
PP-243,Khadija Khanum,46342,IND-PTI,FLAMINGO,,,,,,,,
PP-243,Kashif Sana,34003,PML-Z,,,,,,,,,
PP-243,Muhammad Naseer Mohyee Ud Din,9532,TLP,Crane(71),,,,,,,,
PP-243,Khalid Farooq,4816,IND,,,,,,,,,
PP-243,Nasir Mehmood,575,JIP,,,,,,,,,
PP-243,Muhammad Naeem,522,IND,,,,,,,,,
PP-243,Amdad Hussain,185,IND,,,,,,,,,
PP-243,Muhammad Usman Ghani,181,IND,,,,,,,,,
PP-243,Fakhar Uz Zaman,133,MML,,,,,,,,,
PP-243,Muhammad Noman Latif,125,IND,,,,,,,,,
PP-243,Shahid Imran,94,IND,,,,,,,,,
PP-244,Suraiya Sultana,50625,IND-PTI,Clock,,,,,,,,
PP-244,Mian Abdul Majeed Jatala,49421,PML-N,Tiger(284),,,,,,,,
PP-244,Muhammed Khizar Hayat,9901,IND,,,,,,,,,
PP-244,Muhammad Intazar,7630,PPP,Arrow(12),,,,,,,,
PP-244,Ghulam Qadir,6580,TLP,Crane(71),,,,,,,,
PP-244,Mariam Tahir,3932,IND,,,,,,,,,
PP-244,Mian Muhammad Imran,549,IND,,,,,,,,,
PP-244,Tahir Muhammad Yusuf,412,JIP,,,,,,,,,
PP-244,Kashif Sana,151,PML-Z,,,,,,,,,
PP-244,Noor Ahmed,140,JUIF,,,,,,,,,
PP-244,Rana Farooq Anwar,114,IND,,,,,,,,,
PP-244,Junaid Ikram,111,IND,,,,,,,,,
PP-244,Muhammed Alam,96,IND,,,,,,,,,
PP-244,Asad Ali Khan,89,IND,,,,,,,,,
PP-244,Munawar Ali Naveed,86,IND,,,,,,,,,
PP-244,Muhammad Jameel,83,IND,,,,,,,,,
PP-244,Mahmood Ahmad,81,IND,,,,,,,,,
PP-244,Liaqat Ali,58,IND,,,,,,,,,
PP-244,Malik Fahim Ullah Khan,45,IND,,,,,,,,,
PP-244,Hafiz Asif Rehan,36,IND,,,,,,,,,
PP-244,Aman Ullah Bajwa,-,IND,,,,,,,,,
PP-244,Kashif Mahmood,-,PML-Z,,,,,,,,,
PP-245,Muhammad Kazim Peerzada,54223,PML-N,Tiger(284),,,,,,,,
PP-245,Muhammad Ameer Hamza Khan,46604,IND-PTI,GRAMOPHONE,,,,,,,,
PP-245,Tahir Amin,7642,PPP,Arrow(12),,,,,,,,
PP-245,Sayed Tahseen Nawaz Gardazi,6765,IPP,,,,,,,,,
PP-245,Rana Azhar Afzal Khan,5264,TLP,Crane(71),,,,,,,,
PP-245,Kaleem Ullah,980,JIP,,,,,,,,,
PP-245,Saeed Ahmad,958,IND,,,,,,,,,
PP-245,Saima Naz,603,MML,,,,,,,,,
PP-245,Malik Muhammad Ali Ahmad,280,IND,,,,,,,,,
PP-245,Muhammad Asad Shakir,195,IND,,,,,,,,,
PP-245,Isha Bukhari,80,IND,,,,,,,,,
PP-246,Farzana Khalil,68699,IND-PTI,water cooler ,,,,,,,,
PP-246,Muhammad Afzal Gill,56707,PML-N,Tiger(284),,,,,,,,
PP-246,Muhammad Mohsin,5582,TLP,Crane(71),,,,,,,,
PP-246,Muhammad Kamran Khalid,3041,PPP,Arrow(12),,,,,,,,
PP-246,Muhammad Amir Shahzad,1007,JUIF,,,,,,,,,
PP-246,Tahir Latif,696,JIP,,,,,,,,,
PP-246,Arshad Muhammad,694,MML,,,,,,,,,
PP-246,Malik Muhammad Naeem,215,IND,,,,,,,,,
PP-246,Mushtaq Ahmad Thaheemzada,164,IND,,,,,,,,,
PP-246,Muhammad Moazzam Kamal Wains,161,IND,,,,,,,,,
PP-246,Muhammad Arslan Khalid,136,IND,,,,,,,,,
PP-246,Muzamil Hussain Basra,127,IND,,,,,,,,,
PP-246,Ahmad Nawaz,110,IND,,,,,,,,,
PP-247,Khalid Mahmood Jaja,61116,PML-N,Tiger(284),,,,,,,,
PP-247,Wali Daad Cheema,50809,PML,,,,,,,,,
PP-247,Hakim Ali Randhawa,28528,IND-PTI,Sheep,,,,,,,,
PP-247,Malik Muhammad Naeem,6880,TLP,Crane(71),,,,,,,,
PP-247,Jahangir Hashmi,2192,IND,,,,,,,,,
PP-247,Tariq Bashir Cheema,1319,IND,,,,,,,,,
PP-247,Mazhar Nawaz,1210,PPP,Arrow(12),,,,,,,,
PP-247,Muhammad Umair,916,JUIF,,,,,,,,,
PP-247,Irfan Anjum,718,JIP,,,,,,,,,
PP-247,Basharat Ali,540,IND,,,,,,,,,
PP-247,Hassan Khurshid Warraich,526,IND,,,,,,,,,
PP-247,Muhammad Ahsan,293,IND,,,,,,,,,
PP-247,Hassan Raza,253,IND,,,,,,,,,
PP-247,Khalil Ahmad,168,IND,,,,,,,,,
PP-247,Iftikhar Ahmad,150,IND,,,,,,,,,
PP-247,Farzana Rauf,148,IND,,,,,,,,,
PP-247,Muhammad Javaid Choudhary,74,IND,,,,,,,,,
PP-247,Shumila Nusrat,47,MML,,,,,,,,,
PP-248,Hassan Askari Sheikh,53721,PML,,,,,,,,,
PP-248,Saad Masood,48188,PML-N,Tiger(284),,,,,,,,
PP-248,Hassan Khurshid Warraich,19417,IND-PTI,Shoes,,,,,,,,
PP-248,Usman Gani,6221,TLP,Crane(71),,,,,,,,
PP-248,Tariq Mehmood,2413,IND,,,,,,,,,
PP-248,Hafiz Muhammad Haneef,1175,JUIF,,,,,,,,,
PP-248,Khalid Hassan Sheikh,802,IND,,,,,,,,,
PP-248,Muhammad Kashif,690,PNP,,,,,,,,,
PP-248,Muhammad Yaquob,585,IND,,,,,,,,,
PP-248,Javed Iqbal,328,IND,,,,,,,,,
PP-248,Ghulam Muhammad,277,PSP-T,,,,,,,,,
PP-248,Irfan Aslam Ch,192,JIP,,,,,,,,,
PP-248,Asghar Ali Zahid,183,IND,,,,,,,,,
PP-248,Iftikhar Ahmad,92,IND,,,,,,,,,
PP-248,Makhdoom Syed Ali Hassan Gillani,-,PPP,Arrow(12),,,,,,,,
PP-249,Sahib Zada Muhammad Gazain Abbasi,42484,IND,,,,,,,,,
PP-249,Adnan Farid,35125,PML-N,Tiger(284),,,,,,,,
PP-249,Rafat Ur Rehman Rehmani,15300,PPP,Arrow(12),,,,,,,,
PP-249,Jawad Hafeez,8012,IND-PTI,charpie,,,,,,,,
PP-249,Hafiz Muhammad Ashiq Fareed,4138,TLP,Crane(71),,,,,,,,
PP-249,Abdul Manan,1733,JUIF,,,,,,,,,
PP-249,Muhamad Hussnain Muaivah,583,IND,,,,,,,,,
PP-249,Muhammad Idrees Masood,524,IND,,,,,,,,,
PP-249,Sahibzada Muhammad Omar Abbasi,504,IND,,,,,,,,,
PP-249,Muhammad Burhan Farid,348,IND,,,,,,,,,
PP-249,Fahmida Akhtar,233,JIP,,,,,,,,,
PP-249,Shahid Mehmood,114,IND,,,,,,,,,
PP-249,Syeda Irm Naveed Bukhari,80,IND,,,,,,,,,
PP-249,Sajid Siraj Jalwana,76,IND,,,,,,,,,
PP-250,Syed Amir Ali Shah,26260,PPP,Arrow(12),,,,,,,,
PP-250,Makhdoom Syed Iftikhar Hassan Gillani,24253,IPP,,,,,,,,,
PP-250,Muhammad Naveed Khalid,17245,IND,,,,,,,,,
PP-250,Mujeeb Ur Rehman Shahid,11374,IND-PTI,Hen,,,,,,,,
PP-250,Malik Ahmad Yar,9675,IND,,,,,,,,,
PP-250,Mehar Ghulam Rabani,5447,JUIF,,,,,,,,,
PP-250,Syed Ishrat Jehanian Bukhari,4808,TLP,Crane(71),,,,,,,,
PP-250,Sheikh Farooq Hameed,3172,IND,,,,,,,,,
PP-250,Zahid Mehmood,1729,IND,,,,,,,,,
PP-250,Muhammad Tahir Manzoor,907,JIP,,,,,,,,,
PP-250,Makhdoom Zada Syed Omer Raza Gillani,705,IND,,,,,,,,,
PP-250,Malik Khalid Mehmood Babar,657,IND,,,,,,,,,
PP-250,Malik Jahanzaib Warran,248,IND,,,,,,,,,
PP-250,Nadeem Ahmad,75,IND,,,,,,,,,
PP-251,Malik Khalid Mehmood Babar,43551,PML-N,Tiger(284),,,,,,,,
PP-251,Sahabzada Muhammad Usman Khan Abbasi,29419,IND,,,,,,,,,
PP-251,Syed Naseem Abbas Bukhari,19799,PPP,Arrow(12),,,,,,,,
PP-251,Qazi Muhammad Hammad Ullah,7429,JUIF,,,,,,,,,
PP-251,Raees Abdul Qayyum,5748,IND-PTI,Shower,,,,,,,,
PP-251,Muhammad Abbas,5528,TLP,Crane(71),,,,,,,,
PP-251,Akhtar Farooqi,1799,JIP,,,,,,,,,
PP-251,Sahabzada Muhammad Gazain Abbasi,830,IND,,,,,,,,,
PP-251,Malik Muhammad Amir,769,IND,,,,,,,,,
PP-251,Muhammad Naveed Khalid,531,IND,,,,,,,,,
PP-251,Tariq Mehmood,239,IND,,,,,,,,,
PP-251,Mahboob Ahmad,181,IND,,,,,,,,,
PP-251,Muhamad Niaz Malik,176,IND,,,,,,,,,
PP-251,Muhammad Irfan,153,PNP,,,,,,,,,
PP-251,Muhammad Kashif,150,IND,,,,,,,,,
PP-251,Syed Waqas Ali Shah,137,IND,,,,,,,,,
PP-251,Syed Ghulam Murtaza Shah,132,IND,,,,,,,,,
PP-251,Malik Jahanzaib Warran,79,TJP,,,,,,,,,
PP-252,Mian Muhammad Shoaib Owaisi,41290,PML-N,Tiger(284),,,,,,,,
PP-252,Shafqt Shaheen,26543,IND-PTI,Racket,,,,,,,,
PP-252,Mahmood Majeed,26516,IND,,,,,,,,,
PP-252,Shahrukh Malik,11244,PPP,Arrow(12),,,,,,,,
PP-252,Syed Muhammad Mehboob,7019,TLP,Crane(71),,,,,,,,
PP-252,Ayaz Mehmood,1489,IND,,,,,,,,,
PP-252,Qazi Muhamad Aslam,810,JUIF,,,,,,,,,
PP-252,Munawar Hayyat Abbasi,686,IND,,,,,,,,,
PP-252,Rehmat Ullah,398,IND,,,,,,,,,
PP-252,Syed Ejaz Hussain,369,IND,,,,,,,,,
PP-252,Sana Bibi,291,IND,,,,,,,,,
PP-252,Muhaamd Dilshad,250,IND,,,,,,,,,
PP-252,Syed Muhammad Faisal Abbasi,204,IND,,,,,,,,,
PP-252,Ehsan Ellahi,119,IND,,,,,,,,,
PP-252,Fazal ur Rehman,114,MQM-P,,,,,,,,,
PP-252,Farooq Ahmad,105,IND,,,,,,,,,
PP-253,Zaheer Iqbal,45607,PML-N,Tiger(284),,,,,,,,
PP-253,Muhammad Asghar,27586,IND-PTI,HARMONIUM,,,,,,,,
PP-253,Nasrullah Khan Nasir,5237,JIP,,,,,,,,,
PP-253,Shahida Batool,4015,TLP,Crane(71),,,,,,,,
PP-253,Malik Abdul Majeed,3846,PPP,Arrow(12),,,,,,,,
PP-253,Muhammad Bilal Balouch,2227,IND,,,,,,,,,
PP-253,Qayyum Azam Khan,1368,IND,,,,,,,,,
PP-253,Muhammad Akmal,1174,IND,,,,,,,,,
PP-253,Malik Abdul Hameed,822,MML,,,,,,,,,
PP-253,Muhammad Ashraf Zafar,754,IND,,,,,,,,,
PP-253,Asia Kamil,461,IND,,,,,,,,,
PP-253,Sajjad Ahmad,252,IND,,,,,,,,,
PP-253,Muhammad Tariq Majeed,98,IND,,,,,,,,,
PP-253,Alamgir Mansha,84,IND,,,,,,,,,
PP-253,Muhammad Shoaib Tariq,78,IND,,,,,,,,,
PP-253,Azeem Anwar,63,IND,,,,,,,,,
PP-253,Malik Muhammad Ajmal Hanif,59,IND,,,,,,,,,
PP-254,Rana Muhammad Tariq Khan,55467,PML-N,Tiger(284),,,,,,,,
PP-254,Malik Ahmad Usman Channar,23724,IND-PTI,Shower,,,,,,,,
PP-254,Sayed Zeeshan Akhtar,11248,JIP,,,,,,,,,
PP-254,Syed Tathir ul Hassan,7748,PPP,Arrow(12),,,,,,,,
PP-254,Syed Muhammad Irfan Shah,4251,TLP,Crane(71),,,,,,,,
PP-254,Muhammad Safdar,2564,JUIF,,,,,,,,,
PP-254,Samiullah Chaudhary,1713,IND,,,,,,,,,
PP-254,Alamgir Mansha,734,IND,,,,,,,,,
PP-254,Sajjad Ahmad,456,MML,,,,,,,,,
PP-254,Sumera Sami,297,IND,,,,,,,,,
PP-254,Malik Salman Awan,291,IND,,,,,,,,,
PP-254,Shafqt Shaheen,288,IND,,,,,,,,,
PP-254,Muhammad Akbar,252,SDP,,,,,,,,,
PP-254,Muhammad Nabeel ur Rehman,142,IND,,,,,,,,,
PP-254,Aziz Ahmad Khan,98,IND,,,,,,,,,
PP-254,Shahid Hassan,97,IND,,,,,,,,,
PP-254,Muhammad Shauket,94,IND,,,,,,,,,
PP-254,Syed Ahsan Mustafa,86,IND,,,,,,,,,
PP-254,Muhammad Saif Ullah Saif,85,IND,,,,,,,,,
PP-254,Kaleem Ullah,82,IND,,,,,,,,,
PP-254,Akash Lodhi,81,IND,,,,,,,,,
PP-254,Muhammad Akmal Bhatti,67,IND,,,,,,,,,
PP-254,Aqeel Ul Najam,66,IND,,,,,,,,,
PP-254,Shahbzada Saira Abbasi,60,IND,,,,,,,,,
PP-254,Inayat Karim,55,IND,,,,,,,,,
PP-254,Shahzad Bhatti,54,IND,,,,,,,,,
PP-254,Rabia Ateeq,39,IND,,,,,,,,,
PP-254,Jam Iqbal Haider,39,IND,,,,,,,,,
PP-254,Muhammad Bashir,36,IND,,,,,,,,,
PP-254,Saqib Tariq,26,IND,,,,,,,,,
PP-254,Muhammad Bilal Goheer,20,IND,,,,,,,,,
PP-254,Muhammad Asad Shakir,17,IND,,,,,,,,,
PP-255,Ghazanfar Ali Khan,42996,PPP,Arrow(12),,,,,,,,
PP-255,Makhdoom Syed Muhammad Masood Aalam,37613,PML-N,Tiger(284),,,,,,,,
PP-255,Raes Muhammad Iqbal,22940,IND-PTI,Tower,,,,,,,,
PP-255,Muhammad Imran Saeed,2308,TLP,Crane(71),,,,,,,,
PP-255,Muhammad Nasir,1428,IND,,,,,,,,,
PP-255,Muhammad Asad Nawaz,1364,IND,,,,,,,,,
PP-255,Bilal Mustafa,1326,IND,,,,,,,,,
PP-255,Muhammad Kaleem Ullah Bhutto,928,JIP,,,,,,,,,
PP-255,Muhammad Arif Khan,910,IND,,,,,,,,,
